,phrase,label,sentiment,subjectivity,language,count
Expertenkommission der Bundesregierung,Expertenkommission der Bundesregierung,ORG,0.4666666666666666,0.0,de,3
Gas sparenGas,Gas sparenGas,ORG,1.0,0.0,de,3
Arbeiter-Samariter-Bundes,Arbeiter-Samariter-Bundes,ORG,0.0,0.0,de,3
Deutschen Wetterdienstes,Deutschen Wetterdienstes,ORG,-0.21666666666666665,0.0,de,3
Unionsfraktionsvize,Unionsfraktionsvize,ORG,-0.05833333333333333,0.16666666666666666,de,3
Bundesumweltamt,Bundesumweltamt,ORG,-0.9,0.0,de,3
Covestro,Covestro,ORG,-0.3333333333333333,0.0,de,3
Europäischen Gerichtshof,Europäischen Gerichtshof,ORG,-0.2333333333333333,0.0,de,3
TIGAS,TIGAS,ORG,0.4666666666666666,0.0,de,3
WM-Land,WM-Land,ORG,-0.7,0.0,de,2
Nord Stream,Nord Stream,ORG,0.0,0.0,de,2
Gewerkschaft der Polizei,Gewerkschaft der Polizei,ORG,-1.0,0.0,de,2
VfB Stuttgart,VfB Stuttgart,ORG,0.0,0.0,de,2
Gasfüllstand,Gasfüllstand,ORG,0.0,0.0,de,2
UN-Hochkommissar für Flüchtlinge,UN-Hochkommissar für Flüchtlinge,ORG,1.0,0.0,de,2
Frankfurter Zeitung,Frankfurter Zeitung,ORG,0.0,0.0,de,2
EU-Klimaziele,EU-Klimaziele,ORG,0.0,0.0,de,2
Berliner SPD-Fraktion,Berliner SPD-Fraktion,ORG,-0.675,0.25,de,2
Vortex Bladeless,Vortex Bladeless,ORG,0.0,0.5,de,2
Expertenkommission für Gas und Wärme,Expertenkommission für Gas und Wärme,ORG,0.25,0.0,de,2
Foto: Dirk Hoppe,Foto: Dirk Hoppe,ORG,0.0,0.0,de,2
Deutschland!,Deutschland!,ORG,-0.7,0.0,de,2
"Handelsblatt) 
Düsseldorf","Handelsblatt) 
Düsseldorf",ORG,0.0,0.0,de,2
italienische Regierung,italienische Regierung,ORG,0.5,0.0,de,2
Projektgegnern,Projektgegnern,ORG,-0.15000000000000002,0.0,de,2
Pandemie.,Pandemie.,ORG,0.0,0.0,de,2
Gazprom.,Gazprom.,ORG,0.0,0.0,de,2
Union,Union,ORG,0.7,0.0,de,2
Bund Naturschutz Bayern,Bund Naturschutz Bayern,ORG,0.0,0.4,de,2
Berliner Wasserbetriebe,Berliner Wasserbetriebe,ORG,0.0,0.0,de,2
Bundesbank,Bundesbank,ORG,0.0,0.0,de,2
Amyloid-Beta-,Amyloid-Beta-,ORG,1.0,0.0,de,2
Expertenkommission Gas und Wärme,Expertenkommission Gas und Wärme,ORG,0.0,0.0,de,2
Enerkite.,Enerkite.,ORG,0.0,0.0,de,2
Gasimporteur: Uniper,Gasimporteur: Uniper,ORG,0.0,0.0,de,2
Bundeswehr,Bundeswehr,ORG,0.0,0.0,de,2
Chemieriese BASF,Chemieriese BASF,ORG,-1.0,0.0,de,2
Deutscher Alpenverein,Deutscher Alpenverein,ORG,-0.7,0.0,de,2
Horrende,Horrende,ORG,0.0,0.0,de,2
SPD-Vorsitzende,SPD-Vorsitzende,ORG,0.0,0.0,de,2
Vinzi-Bett,Vinzi-Bett,ORG,-1.0,0.0,de,2
me…,me…,ORG,-0.35,0.0,de,2
Viktoria,Viktoria,ORG,0.0,0.0,de,2
Europäer,Europäer,ORG,-0.25,0.0,de,2
ple,ple,ORG,-0.425,0.0,de,2
Deutschlands Gasimporteur Uniper,Deutschlands Gasimporteur Uniper,ORG,0.0,0.0,de,2
Sichuan-Becken,Sichuan-Becken,ORG,0.35,0.0,de,2
HKG,HKG,ORG,0.0,0.0,de,2
Mittelstandes,Mittelstandes,ORG,0.0,0.0,de,2
Pipeline Turkstream,Pipeline Turkstream,ORG,1.0,0.0,de,2
Europäischen Union.,Europäischen Union.,ORG,0.0,0.0,de,2
Kabinett,Kabinett,ORG,0.0,0.0,de,2
IMK,IMK,ORG,-0.07500000000000001,0.0,de,2
ErnÃ¤hrungs-,ErnÃ¤hrungs-,ORG,-0.5,0.0,de,2
Messestadt-Ost,Messestadt-Ost,ORG,0.0,0.0,de,2
Verband kommunaler Unternehmen,Verband kommunaler Unternehmen,ORG,-0.7,0.0,de,2
Generals…,Generals…,ORG,0.0,0.5,de,2
Landkries Erding,Landkries Erding,ORG,0.35,0.0,de,2
Wirtschaftsweise Veronika Grimm,Wirtschaftsweise Veronika Grimm,ORG,0.35,0.0,de,2
Europäische Union,Europäische Union,ORG,-0.175,0.0,de,2
EU-Ministerin,EU-Ministerin,ORG,0.09999999999999998,0.125,de,2
BAG,BAG,ORG,-0.35,0.0,de,2
THE,THE,ORG,0.0,0.0,de,2
FPÖ,FPÖ,ORG,0.11666666666666665,0.0,de,2
Black Friday,Black Friday,ORG,0.35,0.0,de,2
Totalenergies,Totalenergies,ORG,0.0,0.0,de,2
"Foto: Reuters)
Frankfurt","Foto: Reuters)
Frankfurt",ORG,0.35,0.0,de,2
Milliardenbeträge,Milliardenbeträge,ORG,0.0,0.0,de,2
Energieagentur.,Energieagentur.,ORG,0.7,0.0,de,2
GAP,GAP,ORG,0.5,0.0,de,2
EU-Länder,EU-Länder,ORG,0.35,0.0,de,2
Flüchtlingsunterkunft,Flüchtlingsunterkunft,ORG,0.35,0.0,de,2
nix,nix,ORG,0.175,0.25,de,2
SPD-Chef Klingbeil,SPD-Chef Klingbeil,ORG,0.0,0.0,de,2
Scope,Scope,ORG,0.0,0.0,de,2
Ifo-Instituts,Ifo-Instituts,ORG,-0.35,0.0,de,2
N26 Bank,N26 Bank,ORG,0.0,0.0,de,2
Verbandes,Verbandes,ORG,0.0,0.0,de,2
Kommune,Kommune,ORG,0.0,0.0,de,2
Taliban,Taliban,ORG,-0.35,0.0,de,2
Gewerkschaften,Gewerkschaften,ORG,0.0,0.0,de,2
"AfD trommeln zum ""heißen Herbst""","AfD trommeln zum ""heißen Herbst""",ORG,0.0,0.0,de,2
Bund-Länder-Gipfel,Bund-Länder-Gipfel,ORG,0.0,0.5,de,2
Internationalen Energieagentur,Internationalen Energieagentur,ORG,0.0,0.0,de,2
Bundesarbeitsgemeinschaft,Bundesarbeitsgemeinschaft,ORG,-0.35,0.0,de,2
Massive Stickstoffeinträge,Massive Stickstoffeinträge,ORG,-1.0,0.0,de,2
Linke,Linke,ORG,0.0,0.0,de,2
"Foto: Imago) 
Düsseldorf","Foto: Imago) 
Düsseldorf",ORG,0.0,0.0,de,2
Energiekonzerns Vattenfall,Energiekonzerns Vattenfall,ORG,0.0,0.0,de,2
Grünen.,Grünen.,ORG,0.0,0.0,de,2
BIORCHESTRA Ltd,BIORCHESTRA Ltd,ORG,0.0,0.0,de,2
Heizölpreis-Prognose: Wird Heizöl,Heizölpreis-Prognose: Wird Heizöl,ORG,0.0,0.0,de,2
Staatliche Transfers,Staatliche Transfers,ORG,0.0,0.0,de,2
KVD,KVD,ORG,0.0,0.0,de,2
europäische Gasbörse,europäische Gasbörse,ORG,0.0,0.0,de,2
Foto: IMAGO,Foto: IMAGO,ORG,0.0,0.0,de,2
Deutscher Städtetag:,Deutscher Städtetag:,ORG,-1.0,0.0,de,2
Or…,Or…,ORG,-0.5,0.0,de,2
Parteichefin,Parteichefin,ORG,0.0,0.5,de,2
Vattenfall Wärme Berlin,Vattenfall Wärme Berlin,ORG,0.0,0.0,de,2
Bundeskongress der Jusos,Bundeskongress der Jusos,ORG,0.0,0.5,de,2
Studie: Deutschland,Studie: Deutschland,ORG,0.0,0.0,de,2
Gaspreisbremse: Bundesregierung,Gaspreisbremse: Bundesregierung,ORG,0.0,0.0,de,2
Versorgungssicherheit,Versorgungssicherheit,ORG,0.0,0.0,de,2
Global Offshore Wind Summit,Global Offshore Wind Summit,ORG,0.0,0.0,de,2
Bund für Umwelt und Naturschutz,Bund für Umwelt und Naturschutz,ORG,0.0,0.0,de,2
DIHK,DIHK,ORG,0.0,0.0,de,2
WM-Besuch,WM-Besuch,ORG,0.5,0.0,de,2
Wirtschaftsminister,Wirtschaftsminister,ORG,0.0,0.0,de,2
DDR,DDR,ORG,-0.16666666666666666,0.3,de,2
Aiwanger,Aiwanger,ORG,0.0,0.0,de,2
Bundestag.,Bundestag.,ORG,1.0,0.0,de,2
Universität Pad…,Universität Pad…,ORG,0.0,0.0,de,2
deutschen Ostseeküste.,deutschen Ostseeküste.,ORG,0.0,0.0,de,2
Erdgasspeicher,Erdgasspeicher,ORG,0.0,0.0,de,2
Salzburg AG,Salzburg AG,ORG,0.0,0.0,de,2
belt,belt,ORG,0.0,0.0,de,2
Druschba-Ölpipeline in Polen,Druschba-Ölpipeline in Polen,ORG,0.0,0.0,de,2
Stellantis,Stellantis,ORG,0.0,0.0,de,2
Eni,Eni,ORG,0.0,0.5,de,2
Hamburg Energie,Hamburg Energie,ORG,-1.0,0.0,de,2
Bund Naturschutzes,Bund Naturschutzes,ORG,0.0,0.0,de,2
Corona: FDP,Corona: FDP,ORG,0.0,0.0,de,2
Versorgers Hamburg Energie,Versorgers Hamburg Energie,ORG,-0.5,0.0,de,2
VfL Wolfsburg,VfL Wolfsburg,ORG,0.0,0.0,de,2
EU-Kommissionschefin,EU-Kommissionschefin,ORG,0.0,0.5,de,2
eBay,eBay,ORG,0.0,0.0,de,2
Eigentümergemeinschaft.,Eigentümergemeinschaft.,ORG,0.0,0.0,de,2
Wirtschaftskammer Burgenland,Wirtschaftskammer Burgenland,ORG,-0.35,0.0,de,2
Kalkül: Wenn,Kalkül: Wenn,ORG,0.0,0.0,de,2
BMW,BMW,ORG,0.0,0.0,de,2
EU-Chefin,EU-Chefin,ORG,0.7,0.0,de,2
"Minister für Landwirtschaft, Fischerei und Ernährung","Minister für Landwirtschaft, Fischerei und Ernährung",ORG,0.0,0.0,de,2
Heizungsbetriebe,Heizungsbetriebe,ORG,0.0,0.0,de,2
Forums zur Förderung der digitalen Transformation,Forums zur Förderung der digitalen Transformation,ORG,0.0,0.0,de,2
Strom-Schock...,Strom-Schock...,ORG,0.0,0.0,de,2
Rezessionsängste,Rezessionsängste,ORG,-0.5,0.0,de,2
Bayerischen Tourismustag,Bayerischen Tourismustag,ORG,0.0,0.0,de,2
Deutsche Umwelthilfe,Deutsche Umwelthilfe,ORG,0.0,0.0,de,2
BUND,BUND,ORG,0.7,0.0,de,2
Gewerkschaft,Gewerkschaft,ORG,-0.425,0.0,de,2
Stadtwerken!,Stadtwerken!,ORG,-0.5,0.0,de,2
SPD-Politikerin,SPD-Politikerin,ORG,0.0,0.0,de,2
Gaslieferung,Gaslieferung,ORG,0.0,0.0,de,2
DIE NEUSTEN,DIE NEUSTEN,ORG,0.0,0.0,de,2
Brüssel/Bonn,Brüssel/Bonn,ORG,0.0,0.0,de,2
Milliarden-Rechnung?,Milliarden-Rechnung?,ORG,0.0,0.0,de,2
Tübinger Universitätsrat,Tübinger Universitätsrat,ORG,0.27499999999999997,0.0,de,2
CO-Emissionen,CO-Emissionen,ORG,0.0,0.5,de,2
Milliardengewinn,Milliardengewinn,ORG,0.73,0.0,de,2
Berlin-Friedrichshain: Kirche,Berlin-Friedrichshain: Kirche,ORG,0.0,0.0,de,2
­­Be­set­zer:in­nen trotzen,­­Be­set­zer:in­nen trotzen,ORG,0.0,0.0,de,2
OECD,OECD,ORG,0.5,0.0,de,2
Winter!,Winter!,ORG,0.0,0.5,de,2
"Foto: dpa) 
","Foto: dpa) 
",ORG,0.0,0.0,de,2
ArcelorMittal,ArcelorMittal,ORG,-0.7,0.0,de,2
Erdgas-Händler,Erdgas-Händler,ORG,0.35,0.0,de,2
Europäischen Küsten,Europäischen Küsten,ORG,0.7,0.0,de,2
golem.de,golem.de,ORG,0.0,0.0,de,2
Neues,Neues,ORG,0.0,0.0,de,2
Angebotsengpässe,Angebotsengpässe,ORG,1.0,0.0,de,2
Gaspreisbremse: Hohe Heizkosten,Gaspreisbremse: Hohe Heizkosten,ORG,-1.0,0.0,de,2
Pro Bahn,Pro Bahn,ORG,0.0,0.0,de,2
Pharmariesen,Pharmariesen,ORG,0.0,0.0,de,2
Pharmariese,Pharmariese,ORG,1.0,0.0,de,2
Energiebörse,Energiebörse,ORG,0.0,0.0,de,2
Festste…,Festste…,ORG,0.0,0.0,de,2
NBB,NBB,ORG,0.0,0.0,de,2
EU-Rat,EU-Rat,ORG,0.0,0.0,de,2
Weltbank,Weltbank,ORG,0.0,0.0,de,2
Sicherheitsbereitschaft,Sicherheitsbereitschaft,ORG,0.0,0.0,de,2
Rohstoff-Importen,Rohstoff-Importen,ORG,-1.0,0.0,de,2
DAV,DAV,ORG,-0.7,0.0,de,2
EVP-Chef,EVP-Chef,ORG,0.0,0.0,de,2
Fridays for Future,Fridays for Future,ORG,0.85,0.0,de,2
deutsche Gas-Deal,deutsche Gas-Deal,ORG,0.0,0.0,de,2
Ukraine-Krieg,Ukraine-Krieg,ORG,0.0,0.0,de,2
Landesweites Konzept: Linke,Landesweites Konzept: Linke,ORG,0.0,0.0,de,2
Stiftung Wald,Stiftung Wald,ORG,0.7,0.0,de,2
ÖPNV-Tickets,ÖPNV-Tickets,ORG,0.0,0.0,de,2
Santos,Santos,ORG,0.0,0.0,de,2
Bundesanwaltschaft.,Bundesanwaltschaft.,ORG,0.0,0.0,de,2
RP ONLINE.,RP ONLINE.,ORG,0.0,0.0,de,2
Foodwatch,Foodwatch,ORG,0.0,0.0,de,2
OCHA,OCHA,ORG,-0.0875,0.0,de,2
EU-Einkaufsmacht.,EU-Einkaufsmacht.,ORG,0.0,0.0,de,2
Zürcher Bauernverbandes,Zürcher Bauernverbandes,ORG,0.0,0.0,de,2
PDF-Bearbeitung,PDF-Bearbeitung,ORG,0.0,0.0,de,2
Stalin.,Stalin.,ORG,0.0,0.5,de,2
MVG,MVG,ORG,0.0,0.0,de,2
Weltgesundheitsorganisation,Weltgesundheitsorganisation,ORG,0.0,0.0,de,2
russisch-orthodoxen Kirche,russisch-orthodoxen Kirche,ORG,0.0,0.0,de,2
EM-Halbfinalist Dänemark,EM-Halbfinalist Dänemark,ORG,0.0,0.0,de,2
"Foto: IMAGO/Laci Perenyi) 
","Foto: IMAGO/Laci Perenyi) 
",ORG,0.0,0.0,de,2
Gesundheitsminister,Gesundheitsminister,ORG,0.0,0.0,de,2
Bundesamt für Bevölkerungsschutz und Kata…,Bundesamt für Bevölkerungsschutz und Kata…,ORG,1.0,0.0,de,1
"Energiekonzerns SEFE,","Energiekonzerns SEFE,",ORG,0.7,0.0,de,1
Shopping-Krise!,Shopping-Krise!,ORG,0.0,0.0,de,1
Bosch,Bosch,ORG,0.35,0.0,de,1
… Berlin,… Berlin,ORG,0.0,0.0,de,1
Senatsverwaltung für Integration am Mittwoch,Senatsverwaltung für Integration am Mittwoch,ORG,0.0,0.0,de,1
Energie-Infrastruktur,Energie-Infrastruktur,ORG,0.0,0.0,de,1
RNA Leaders Congress USA,RNA Leaders Congress USA,ORG,0.0,0.0,de,1
Schweriner Stadtwerke,Schweriner Stadtwerke,ORG,0.35,0.0,de,1
Bundes…,Bundes…,ORG,0.0,0.0,de,1
Berliner Gasag,Berliner Gasag,ORG,0.7,0.0,de,1
"Foto: AP/dpa) 
","Foto: AP/dpa) 
",ORG,0.0,0.0,de,1
RTL Online.,RTL Online.,ORG,0.7,0.0,de,1
UFC,UFC,ORG,0.0,0.0,de,1
München:,München:,ORG,1.0,0.0,de,1
B…,B…,ORG,0.0,0.0,de,1
"UN-Klimakonferenz: ""Zeit,","UN-Klimakonferenz: ""Zeit,",ORG,0.0,0.0,de,1
Chile u…,Chile u…,ORG,1.0,0.0,de,1
RNA Leaders Congress,RNA Leaders Congress,ORG,0.0,0.0,de,1
Der Energiemarkt,Der Energiemarkt,ORG,0.35,0.0,de,1
Eon,Eon,ORG,0.0,0.0,de,1
kl…,kl…,ORG,0.0,0.0,de,1
ErdgasversorgungEinsparmaßnahmen,ErdgasversorgungEinsparmaßnahmen,ORG,0.0,0.0,de,1
Partei,Partei,ORG,1.0,0.0,de,1
"SPD: »Trotzig, selbstgerecht, überheblich«.","SPD: »Trotzig, selbstgerecht, überheblich«.",ORG,-1.0,0.0,de,1
BCG,BCG,ORG,1.0,0.0,de,1
Windp… Mecklenburg-Vorpommerns,Windp… Mecklenburg-Vorpommerns,ORG,0.7,0.0,de,1
dam…,dam…,ORG,0.0,0.0,de,1
BOSTON,BOSTON,ORG,0.0,0.0,de,1
GOGEL,GOGEL,ORG,0.7,0.0,de,1
Lubminer Gas-Terminal,Lubminer Gas-Terminal,ORG,0.0,0.0,de,1
Energiepreisen,Energiepreisen,ORG,1.0,0.0,de,1
"Illner: ""Die Situation","Illner: ""Die Situation",ORG,0.0,0.0,de,1
britischen Finanzministers.,britischen Finanzministers.,ORG,0.0,0.0,de,1
städtische Gesellschaft,städtische Gesellschaft,ORG,0.0,0.0,de,1
Zwanziger-Gruppe,Zwanziger-Gruppe,ORG,0.7,0.0,de,1
ABG Holding,ABG Holding,ORG,0.0,0.0,de,1
städtischen ABG,städtischen ABG,ORG,0.7,0.0,de,1
Energiepreiskrise,Energiepreiskrise,ORG,0.0,0.0,de,1
El Niño-Ereignissen,El Niño-Ereignissen,ORG,0.0,0.0,de,1
FAO,FAO,ORG,0.0,0.0,de,1
"Foto: dpa)
Berlin","Foto: dpa)
Berlin",ORG,0.0,0.0,de,1
Deutschen Mieterbund…,Deutschen Mieterbund…,ORG,-1.0,0.0,de,1
SPD-Minister,SPD-Minister,ORG,1.0,0.0,de,1
"Globale Gesellschaft
","Globale Gesellschaft
",ORG,0.7,0.0,de,1
Alarm:,Alarm:,ORG,-1.0,0.0,de,1
EWP,EWP,ORG,0.0,0.0,de,1
French-German Business Forum …,French-German Business Forum …,ORG,0.0,0.0,de,1
Metallarbeiter streiken,Metallarbeiter streiken,ORG,0.0,0.0,de,1
German Doctors,German Doctors,ORG,0.7,0.0,de,1
Sozialdemokrat,Sozialdemokrat,ORG,0.0,0.0,de,1
"Foto: dpa)
Scharm el Scheich","Foto: dpa)
Scharm el Scheich",ORG,0.7,0.0,de,1
Russland-Exporte,Russland-Exporte,ORG,0.0,0.0,de,1
Bundesamt für Bevölkerungsschutz,Bundesamt für Bevölkerungsschutz,ORG,1.0,0.0,de,1
Pro Bahn: Staatsgeld,Pro Bahn: Staatsgeld,ORG,0.0,0.0,de,1
Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,Bundesamt für Bevölkerungsschutz und Katastrophenhilfe,ORG,1.0,0.0,de,1
Selbst Pellets,Selbst Pellets,ORG,0.0,0.0,de,1
EU-Mitglied Irland,EU-Mitglied Irland,ORG,-0.7,0.0,de,1
deutschen LNG-Terminals.,deutschen LNG-Terminals.,ORG,0.0,0.0,de,1
Flüssigerdgas: Lubminer Gas-Terminal,Flüssigerdgas: Lubminer Gas-Terminal,ORG,0.0,0.0,de,1
Zürcher Bauernverband,Zürcher Bauernverband,ORG,0.0,0.0,de,1
Winter-Notschlafstellen,Winter-Notschlafstellen,ORG,0.3,0.0,de,1
Finanztip-Chefredakteur Herrmann-Josef Tenhagen,Finanztip-Chefredakteur Herrmann-Josef Tenhagen,ORG,0.0,0.0,de,1
Stufenmodell: Miet…,Stufenmodell: Miet…,ORG,0.7,0.0,de,1
Wirtschaftsministerium…,Wirtschaftsministerium…,ORG,1.0,0.0,de,1
Neues Terminal,Neues Terminal,ORG,0.7,0.0,de,1
Bundesgesundheitsminister,Bundesgesundheitsminister,ORG,-1.0,0.0,de,1
siebenundsechzig …,siebenundsechzig …,ORG,0.0,0.0,de,1
Größeres Sammelzentrum für Wertstoffe.,Größeres Sammelzentrum für Wertstoffe.,ORG,0.0,0.0,de,1
Gasprom,Gasprom,ORG,-1.0,0.0,de,1
Gazprom G…,Gazprom G…,ORG,0.0,0.0,de,1
Ze…,Ze…,ORG,0.0,0.0,de,1
Sefe  t-online,Sefe  t-online,ORG,0.0,0.0,de,1
deutschen Küste,deutschen Küste,ORG,0.0,0.0,de,1
